tic_id,planet_name,host_star,ra,dec,orbital_period_days,planet_radius_earth,planet_mass_earth,stellar_teff,stellar_radius,stellar_mass,distance_pc,discovery_year,class_label,class_id,source_catalog
158722002,Kepler-1597 b,Kepler-1597,288.1639687,42.4810124,2.94654179,1.06,1.2,6377.0,1.39,1.25,1221.05,2016,Planet,0,NASA Exoplanet Archive
121988890,Kepler-687 b,Kepler-687,289.3154576,39.1532911,20.50586978,3.52,12.2,4841.0,0.73,0.77,633.66,2016,Planet,0,NASA Exoplanet Archive
350813882,Kepler-1596 b,Kepler-1596,285.5575066,49.3300866,66.373379,1.9,4.27,5706.0,0.92,0.95,2146.23,2016,Planet,0,NASA Exoplanet Archive
138728891,Kepler-692 b,Kepler-692,294.7768068,40.1537027,21.81293494,3.11,9.85,5440.0,0.86,0.9,991.336,2016,Planet,0,NASA Exoplanet Archive
121598758,Kepler-150 c,Kepler-150,288.2341025,40.520897,7.381998,3.69,13.2,5560.0,0.939,0.956,891.092,2014,Planet,0,NASA Exoplanet Archive
123499226,Kepler-1494 b,Kepler-1494,282.6573891,43.1625334,91.080482,3.07,9.64,5659.0,0.94,0.96,1285.48,2016,Planet,0,NASA Exoplanet Archive
184298883,Kepler-1502 b,Kepler-1502,296.1079271,39.3199201,41.7083629,3.18,10.2,6666.0,1.72,1.44,1514.02,2016,Planet,0,NASA Exoplanet Archive
271959909,Kepler-1490 b,Kepler-1490,295.6935734,42.6094543,92.4362973,3.04,9.48,5515.0,0.87,0.9,862.92,2016,Planet,0,NASA Exoplanet Archive
270617233,Kepler-1491 b,Kepler-1491,293.6297645,45.7406293,16.5861762,1.51,2.89,5728.0,0.99,1.0,2065.59,2016,Planet,0,NASA Exoplanet Archive
239229224,Kepler-171 b,Kepler-171,296.7719082,41.7555958,4.166972,2.34,6.08,5642.0,0.839,0.978,863.855,2014,Planet,0,NASA Exoplanet Archive
159649308,Kepler-1926 b,Kepler-1926,291.1987905,44.1662033,42.87770081,2.31495961,5.97,5256.0,0.832,0.768,667.405,2021,Planet,0,NASA Exoplanet Archive
271159855,Kepler-1631 b,Kepler-1631,294.6325781,43.8076687,4.09513932,1.35,2.39,5679.0,0.95,0.97,1305.99,2016,Planet,0,NASA Exoplanet Archive
170647523,KOI-1599.02,KOI-1599,298.3738383,40.6184483,13.6088,1.9,9.0,5833.0,0.972,1.02,1131.64,2019,Planet,0,NASA Exoplanet Archive
271767300,Kepler-719 b,Kepler-719,295.5360628,43.8844116,5.007317779,8.52,54.5,5777.0,0.98,0.99,2497.51,2016,Planet,0,NASA Exoplanet Archive
272845785,Kepler-734 b,Kepler-734,297.0456122,46.0273893,6.104852856,3.56,12.4,5326.0,0.78,0.85,1157.21,2016,Planet,0,NASA Exoplanet Archive
123496782,Kepler-1408 b,Kepler-1408,282.6998783,45.4257884,2.99793191,0.89,0.64,6170.0,1.35,1.21,535.048,2016,Planet,0,NASA Exoplanet Archive
271665352,Kepler-1427 b,Kepler-1427,295.3496546,45.1145372,0.968972376,1.1,1.37,5793.0,1.01,1.01,1220.0,2016,Planet,0,NASA Exoplanet Archive
122442334,Kepler-1665 b,Kepler-1665,290.39624,41.0399229,11.9548,2.83910787,8.44,5049.84,0.777785,0.842,335.515,2020,Planet,0,NASA Exoplanet Archive
63293562,Kepler-342 e,Kepler-342,292.6780488,46.7266813,1.644224613,0.88,0.615,6366.0,1.34,1.26,781.611,2016,Planet,0,NASA Exoplanet Archive
269357457,Kepler-267 b,Kepler-267,299.8305655,47.1575741,3.353728,1.98,37.9,4258.0,0.555,0.541571,264.993,2014,Planet,0,NASA Exoplanet Archive
272080244,Kepler-1738 b,Kepler-1738,296.1313474,47.4388098,7.674630165,2.82472883,8.37,6063.0,1.001,1.079,1302.87,2021,Planet,0,NASA Exoplanet Archive
122515955,Kepler-746 b,Kepler-746,290.6822097,37.3551593,3.48159251,1.11,1.41,5418.0,0.93,0.91,450.0,2016,Planet,0,NASA Exoplanet Archive
158494681,Kepler-760 b,Kepler-760,287.5931997,44.1794278,8.70419416,3.06,9.59,5322.0,0.85,0.89,792.336,2016,Planet,0,NASA Exoplanet Archive
268704766,Kepler-272 c,Kepler-272,299.1275257,47.5938319,6.057342,1.79,97.8,5297.0,0.929,0.91,889.608,2014,Planet,0,NASA Exoplanet Archive
137211068,Kepler-775 b,Kepler-775,291.4332781,41.7033162,0.974868926,1.19,1.81,5468.0,0.84,0.92,398.676,2016,Planet,0,NASA Exoplanet Archive
159384648,Kepler-498 b,Kepler-498,290.3581592,44.5187225,9.61375356,3.03,9.43,5744.0,0.96,0.98,938.844,2016,Planet,0,NASA Exoplanet Archive
159175206,Kepler-877 b,Kepler-877,289.8591023,46.5227429,18.45847097,2.12,5.14,5261.0,0.81,0.85,602.176,2016,Planet,0,NASA Exoplanet Archive
273499989,Kepler-865 b,Kepler-865,297.7242257,43.5272796,14.16399294,2.49,6.76,5570.0,0.92,0.93,586.137,2016,Planet,0,NASA Exoplanet Archive
121785939,Kepler-288 c,Kepler-288,288.9163997,39.5947523,19.305772,2.85,8.5,5918.0,1.091,0.842,1194.15,2014,Planet,0,NASA Exoplanet Archive
121467823,Kepler-794 b,Kepler-794,288.1336793,38.9968923,11.13125132,2.11,5.1,5839.0,1.38,1.19,931.192,2016,Planet,0,NASA Exoplanet Archive
27318774,Kepler-485 b,Kepler-485,294.9963415,50.4700458,3.243259796,14.41,,5958.0,1.09,1.07,1140.95,2016,Planet,0,NASA Exoplanet Archive
184247532,Kepler-340 c,Kepler-340,295.933471,40.3005515,22.824669,3.37,11.3,6620.0,1.85,1.65,808.762,2014,Planet,0,NASA Exoplanet Archive
137556197,Kepler-333 b,Kepler-333,292.2861201,40.9135429,12.551158,1.32,28.2,4259.0,0.534,0.601,324.413,2014,Planet,0,NASA Exoplanet Archive
121395761,Kepler-951 b,Kepler-951,287.7375794,38.1146488,71.52530845,5.59,26.7,4834.0,0.73,0.77,382.509,2016,Planet,0,NASA Exoplanet Archive
270790035,Kepler-66 b,Kepler-66,293.9815378,46.687728,17.815815,2.8,8.25,5962.0,0.966,1.038,1202.96,2013,Planet,0,NASA Exoplanet Archive
120422519,Kepler-1805 b,Kepler-1805,285.0865387,40.8990506,8.847940445,1.54502915,3.0,3867.0,0.552,0.581,221.639,2021,Planet,0,NASA Exoplanet Archive
138805992,Kepler-1792 b,Kepler-1792,294.8400788,39.0859757,4.1957798,2.51990972,6.89,5229.0,1.005,0.878,601.029,2021,Planet,0,NASA Exoplanet Archive
138213510,Kepler-276 d,Kepler-276,293.568197,39.0363123,48.648,2.8,16.3,5693.0,1.03,1.1,1144.86,2013,Planet,0,NASA Exoplanet Archive
350810559,Kepler-372 c,Kepler-372,291.2562253,49.2589288,20.053763,2.09,5.02,6509.0,1.137,1.202,1493.95,2014,Planet,0,NASA Exoplanet Archive
27011135,Kepler-114 b,Kepler-114,294.121482,48.3497977,5.188549,1.26,1.09,4605.0,0.667,0.77,259.533,2014,Planet,0,NASA Exoplanet Archive
27390527,Kepler-1207 b,Kepler-1207,295.0641963,49.3589615,13.68237119,1.62,3.26,5909.0,1.06,1.06,1754.19,2016,Planet,0,NASA Exoplanet Archive
272719153,Kepler-1249 b,Kepler-1249,296.8948517,44.3717429,24.3347127,2.38,6.26,6202.0,1.28,1.19,1904.54,2016,Planet,0,NASA Exoplanet Archive
270790094,Kepler-1859 b,Kepler-1859,293.9886751,46.7179996,2.729599953,1.58313575,3.13,5887.0,1.235,1.09,1331.25,2021,Planet,0,NASA Exoplanet Archive
123447592,Kepler-1244 b,Kepler-1244,282.3012505,46.5161814,3.70428172,1.35,2.39,6680.0,1.77,1.46,1075.81,2016,Planet,0,NASA Exoplanet Archive
159521326,Kepler-213 c,Kepler-213,290.8241931,44.6472832,4.822962,2.34,6.08,5696.0,1.195,1.07,634.939,2014,Planet,0,NASA Exoplanet Archive
164524311,Kepler-1388 b,Kepler-1388,283.3360156,47.1744499,12.2854603,2.59,7.22,4098.0,0.61,0.63,453.795,2016,Planet,0,NASA Exoplanet Archive
270854411,Kepler-258 c,Kepler-258,294.0684116,46.5791357,33.653079,3.61,12.7,4942.0,0.915,0.82,575.988,2014,Planet,0,NASA Exoplanet Archive
279915745,Kepler-355 b,Kepler-355,285.7994917,42.8117427,11.03189,1.46,2.73,6184.0,1.066,0.933,1432.17,2014,Planet,0,NASA Exoplanet Archive
243271716,Kepler-324 e,Kepler-324,286.4714473,49.6490933,13.97939968,2.03862444,235.014,5191.0,0.826,0.844,501.574,2021,Planet,0,NASA Exoplanet Archive
158727691,Kepler-330 b,Kepler-330,288.4474035,44.8017616,8.25978,1.35,2.39,5117.0,0.722,0.848,717.527,2014,Planet,0,NASA Exoplanet Archive
27843776,Kepler-233 c,Kepler-233,296.3665054,51.3194548,60.418955,2.71,7.8,5360.0,0.758,0.855,856.417,2014,Planet,0,NASA Exoplanet Archive
158434144,Kepler-174 d,Kepler-174,287.4389454,43.8320052,247.35373,2.19,5.43,4880.0,0.622,0.602,384.757,2014,Planet,0,NASA Exoplanet Archive
120252452,Kepler-200 c,Kepler-200,284.4099503,41.2374928,10.222157,1.59,3.15,5678.0,0.944,0.972,665.912,2014,Planet,0,NASA Exoplanet Archive
121603794,Kepler-130 d,Kepler-130,288.4505905,40.2452006,87.517905,1.64,3.33,5884.0,1.127,0.927,316.663,2014,Planet,0,NASA Exoplanet Archive
138569175,Kepler-541 b,Kepler-541,294.1496529,38.458207,5.08005848,3.36,11.2,6166.0,2.06,1.41,1060.68,2016,Planet,0,NASA Exoplanet Archive
272272564,Kepler-1585 b,Kepler-1585,296.1589897,44.5630457,3.5827463,1.79,3.86,5538.0,0.91,0.94,944.465,2016,Planet,0,NASA Exoplanet Archive
270521167,Kepler-1275 b,Kepler-1275,293.5004955,44.9324455,3.65691115,1.48,2.79,6296.0,1.36,1.23,1153.98,2016,Planet,0,NASA Exoplanet Archive
158923465,Kepler-60 d,Kepler-60,288.9612535,42.2650472,11.8981,1.99,4.16,5905.0,1.257,1.041,1025.1,2012,Planet,0,NASA Exoplanet Archive
273582656,Kepler-1176 b,Kepler-1176,297.919724,45.2742038,24.1738579,2.45,6.57,5844.0,1.02,1.01,864.699,2016,Planet,0,NASA Exoplanet Archive
122595850,Kepler-1225 b,Kepler-1225,290.6332748,40.1369671,7.01075434,1.82,3.97,6140.0,1.19,1.13,1347.52,2016,Planet,0,NASA Exoplanet Archive
164527695,Kepler-1394 b,Kepler-1394,283.4532068,45.0840729,3.93766373,1.39,2.51,6481.0,2.55,1.64,640.409,2016,Planet,0,NASA Exoplanet Archive
137558813,Kepler-1649 b,Kepler-1649,292.5029676,41.8299933,8.689099,1.017,1.03,3240.0,0.2317,0.1977,92.1913,2017,Planet,0,NASA Exoplanet Archive
230127302,TOI-1246 c,TOI-1246,251.1158702,70.4299917,5.904137,2.45109846,9.1,5213.0,0.8649,0.8889,169.422,2022,Planet,0,NASA Exoplanet Archive
138219758,Kepler-1468 c,Kepler-1468,293.5198289,41.2773671,3.54553021,1.15,1.6,5893.0,1.05,1.04,1899.24,2016,Planet,0,NASA Exoplanet Archive
270956861,Kepler-326 c,Kepler-326,294.3255898,46.0022646,4.580358,1.4,17.4,5105.0,0.801,0.91,487.675,2014,Planet,0,NASA Exoplanet Archive
158487108,Kepler-1085 c,Kepler-1085,287.4776359,46.1411685,56.7771,3.26817741,10.7,5816.0,1.0783,1.05,1364.53,2020,Planet,0,NASA Exoplanet Archive
273373582,Kepler-1229 b,Kepler-1229,297.4868347,46.9966782,86.828989,1.4,2.54,3784.0,0.51,0.54,265.482,2016,Planet,0,NASA Exoplanet Archive
279915941,Kepler-1542 e,Kepler-1542,285.7284757,42.6544651,5.10115756,0.76,0.363,5564.0,0.99,0.94,399.114,2016,Planet,0,NASA Exoplanet Archive
158729099,Kepler-1178 b,Kepler-1178,288.4561183,45.8022258,31.80634,1.07,1.24,4990.0,0.75,0.8,482.287,2016,Planet,0,NASA Exoplanet Archive
332024125,K2-187 c,K2-187,132.5235618,23.1924709,2.871512,1.4,2.54,5438.0,0.83,0.966999,330.916,2018,Planet,0,NASA Exoplanet Archive
120691237,Kepler-1060 b,Kepler-1060,286.0252285,39.6309204,46.8779367,2.38,6.26,5797.0,0.99,0.99,946.565,2016,Planet,0,NASA Exoplanet Archive
273591945,Kepler-990 b,Kepler-990,297.9381813,46.8813194,9.91723428,2.6,7.27,5948.0,1.08,1.05,802.163,2016,Planet,0,NASA Exoplanet Archive
352013661,Kepler-1126 b,Kepler-1126,285.691955,45.6893993,108.593329,1.73,3.64,5798.0,0.93,0.92,635.736,2016,Planet,0,NASA Exoplanet Archive
159654016,Kepler-100 c,Kepler-100,291.3861294,41.9901394,12.8159,2.2,7.05,5825.0,1.49,1.08,304.645,2014,Planet,0,NASA Exoplanet Archive
237157751,Kepler-172 c,Kepler-172,283.3684093,41.821839,6.388996,2.86,8.55,5526.0,1.085,1.081,828.592,2014,Planet,0,NASA Exoplanet Archive
273681023,Kepler-663 b,Kepler-663,297.8082232,47.9466342,4.99678284,2.6,7.27,5264.0,0.82,0.86,1063.09,2016,Planet,0,NASA Exoplanet Archive
267519701,HD 102117 b,HD 102117,176.2097267,-58.7040134,20.8133,8.47,54.0311,5655.0,1.23,1.06,39.5792,2005,Planet,0,NASA Exoplanet Archive
407090552,HD 137388 b,HD 137388,233.915082,-80.2044169,330.0,9.32,63.566,5181.0,0.88,0.68,40.4841,2011,Planet,0,NASA Exoplanet Archive
80224448,HD 50554 b,HD 50554,103.678273,24.2451409,1293.0,12.8,1859.29618095,5987.0,1.02,1.04,31.1664,2002,Planet,0,NASA Exoplanet Archive
460396820,WASP-24 b,WASP-24,227.2154975,2.343286,2.34121,15.46842,394.1092,6075.0,1.42,1.43,322.114,2010,Planet,0,NASA Exoplanet Archive
75673519,HD 156846 b,HD 156846,260.1423366,-19.334365,359.51001,12.4,3391.2461,6090.0,1.9,1.38,47.7332,2007,Planet,0,NASA Exoplanet Archive
262662119,WASP-151 b,WASP-151,349.0634651,0.3066895,4.5334775,13.30506009,100.43377661,5871.0,1.181,1.081,453.099,2017,Planet,0,NASA Exoplanet Archive
184296619,Kepler-80 g,Kepler-80,296.1125759,39.9787451,14.64558,1.13,0.065,4540.0,0.678,0.83,369.451,2017,Planet,0,NASA Exoplanet Archive
137637249,Kepler-263 b,Kepler-263,292.4698022,37.5677941,16.568087,2.67,7.61,5265.0,0.785,0.793,754.747,2014,Planet,0,NASA Exoplanet Archive
363573185,K2-10 b,K2-10,172.1216476,1.6906217,19.30553,3.773,25.2,5533.0,0.956,0.88,272.36,2015,Planet,0,NASA Exoplanet Archive
100990000,TOI-411 b,HD 22946,54.819538,-42.7630276,4.040295,1.362,13.71,6169.0,1.117,1.098,62.7792,2022,Planet,0,NASA Exoplanet Archive
152476657,WASP-120 b,WASP-120,62.6160813,-45.8982434,3.61126721,15.58048317,1541.4755,6450.0,1.68443,1.393,381.174,2016,Planet,0,NASA Exoplanet Archive
271960115,Kepler-1006 b,Kepler-1006,295.7542063,42.5373065,19.76172042,1.54,2.99,5328.0,0.74,0.78,1081.738,2016,Planet,0,NASA Exoplanet Archive
137155210,Kepler-398 d,Kepler-398,291.4688524,40.3437001,6.83437001,0.88,0.615,4557.0,0.67,0.72,177.355,2016,Planet,0,NASA Exoplanet Archive
375654303,TOI-4034 b,TOI-4034,335.1469845,71.7673462,1.8020932,17.71018951,276.51071409,5891.0,1.83,1.19,745.145,2026,Planet,0,NASA Exoplanet Archive
381360750,TOI-5335 b,TOI-5335,46.9523734,15.3590831,3.61365988443,4.02422162,15.3,5528.92,0.916633,0.945,331.289,2026,Planet,0,NASA Exoplanet Archive
63065911,Kepler-253 d,Kepler-253,291.8419337,44.858124,18.119869,3.17,10.2,5208.0,0.786,0.86,838.595,2014,Planet,0,NASA Exoplanet Archive
434094657,K2-62 b,K2-62,334.3645089,-12.1874776,6.67199,2.02,4.74,4455.0,0.696,0.67,112.467,2016,Planet,0,NASA Exoplanet Archive
26961231,Kepler-369 b,Kepler-369,293.6743322,47.9084727,2.732756,1.13,1.51,3591.0,0.471,0.5,214.0,2014,Planet,0,NASA Exoplanet Archive
159643991,Kepler-657 b,Kepler-657,291.1973006,47.3077545,24.54350418,3.52,12.2,5808.0,1.01,1.01,1691.88,2016,Planet,0,NASA Exoplanet Archive
48503953,Kepler-513 b,Kepler-513,285.0416235,50.0753913,28.86235584,2.2,5.48,5849.0,1.06,1.02,468.258,2016,Planet,0,NASA Exoplanet Archive
158002130,TOI-1180 b,TOI-1180,214.5557741,82.1937642,9.686760378,3.072,10.0,4738.0,0.73,0.75,72.0238,2024,Planet,0,NASA Exoplanet Archive
230061010,11 UMi b,11 UMi,229.2745954,71.8239428,516.21997,12.3,4684.8142,4213.0,29.79,2.78,125.321,2009,Planet,0,NASA Exoplanet Archive
264508835,Kepler-1390 b,Kepler-1390,298.6624419,48.2488659,6.48021673,1.18,1.76,5753.0,0.98,0.98,723.431,2016,Planet,0,NASA Exoplanet Archive
288246496,WASP-60 b,WASP-60,356.6667136,31.1559115,4.305,9.86392,174.8065,5900.0,1.17,1.19,431.052,2012,Planet,0,NASA Exoplanet Archive
122447896,Kepler-1762 b,Kepler-1762,290.4931471,39.7855117,29.53910065,2.76022913,8.05,6572.0,1.238,1.298,1663.74,2021,Planet,0,NASA Exoplanet Archive
120629799,Kepler-98 b,Kepler-98,285.6616933,37.9645672,1.54168,1.99,3.55,5539.0,1.11,0.99,350.315,2014,Planet,0,NASA Exoplanet Archive
159174926,Kepler-403 c,Kepler-403,289.9214256,46.7445267,54.280749,1.75,3.71,6090.0,1.329,1.299,840.269,2014,Planet,0,NASA Exoplanet Archive
271960465,Kepler-292 b,Kepler-292,295.7661979,42.4242822,2.580827,1.32,2.3,5299.0,0.826,0.865,1056.48,2014,Planet,0,NASA Exoplanet Archive
325335564,K2-49 b,K2-49,177.3202331,3.4755183,2.77065,1.93,4.38,4175.0,0.45,0.51,457.125,2016,Planet,0,NASA Exoplanet Archive
172607132,HD 142245 b,HD 142245,238.2342443,15.4306118,1299.0,13.1,975.7381,4922.0,4.63,3.5,97.2305,2011,Planet,0,NASA Exoplanet Archive
420112589,TOI-1452 b,TOI-1452,290.1739741,73.1951082,11.06201,1.672,4.82,3185.0,0.275,0.249,30.5212,2022,Planet,0,NASA Exoplanet Archive
26751563,Kepler-110 b,Kepler-110,292.9291693,48.6028303,12.691112,1.83,4.01,5960.0,1.149,0.989,586.531,2014,Planet,0,NASA Exoplanet Archive
137410211,Kepler-1296 b,Kepler-1296,292.1251038,41.4077928,8.3839865,0.91,0.693,5359.0,0.83,0.87,1551.54,2016,Planet,0,NASA Exoplanet Archive
279912260,Kepler-1221 b,Kepler-1221,285.8223636,45.7118423,12.00096042,1.88,4.19,5194.0,0.82,0.87,913.65,2016,Planet,0,NASA Exoplanet Archive
120103325,Kepler-158 d,Kepler-158,284.0323723,39.7815365,0.645088,0.43,0.0472,4895.97,0.668,0.656,315.177,2024,Planet,0,NASA Exoplanet Archive
137555411,Kepler-49 b,Kepler-49,292.2945208,40.5918123,7.2,2.579,9.77,4095.6,0.618,0.607,311.222,2012,Planet,0,NASA Exoplanet Archive
219852584,TOI-1295 b,TOI-1295,256.6722026,67.8715032,3.1968838,15.69257298,451.31633794,6280.0,1.7,1.38,388.227,2024,Planet,0,NASA Exoplanet Archive
120819731,Kepler-1691 b,Kepler-1691,286.2543962,41.0218373,3.8482,1.83470985,4.02,6000.0,1.13152,1.11,1267.67,2020,Planet,0,NASA Exoplanet Archive
27532033,Kepler-180 c,Kepler-180,295.5712566,49.774514,41.885775,3.01,9.32,5731.0,1.063,0.95,695.65,2014,Planet,0,NASA Exoplanet Archive
360742636,HATS-33 b,HATS-33,294.6336944,-55.3302692,2.5495551,13.78707,378.85336,5659.0,1.022,1.062,248.46,2016,Planet,0,NASA Exoplanet Archive
147683165,K2-254 c,K2-254,185.5507926,-4.7172908,12.11839,2.19,5.43,4629.0,0.67,0.71,227.775,2018,Planet,0,NASA Exoplanet Archive
141411201,HD 38283 b,HD 38283,84.2605324,-73.6998131,363.20001,14.0,127.132,5981.0,1.49,1.37,38.0615,2010,Planet,0,NASA Exoplanet Archive
273036401,Kepler-162 c,Kepler-162,297.2789115,43.7239693,19.446355,3.03,9.43,5816.0,0.958,1.053,855.641,2014,Planet,0,NASA Exoplanet Archive
280097543,TOI-375 d,TOI-375,47.1499034,-77.3833275,297.9,13.6,445.59542661,5259.9,2.9,1.441,396.213,2026,Planet,0,NASA Exoplanet Archive
176869982,K2-248 b,K2-248,182.8173343,-9.4141696,7.17256,2.57,7.13,5528.0,0.92,0.88,406.254,2018,Planet,0,NASA Exoplanet Archive
268387099,Kepler-1252 b,Kepler-1252,298.9503634,46.6928437,15.0540329,1.67,3.43,5949.0,1.09,1.06,648.979,2016,Planet,0,NASA Exoplanet Archive
43647325,WASP-35 b,WASP-35,76.0818912,-6.2297801,3.16158,14.5717,225.6593,5990.0,1.08,1.05,202.218,2011,Planet,0,NASA Exoplanet Archive
311649327,HD 155918 b,HD 155918,260.5364025,-75.349239,1.87567,2.67,7.62788177,5771.84,1.01906,1.03,27.561,2022,Planet,0,NASA Exoplanet Archive
27458633,Kepler-300 c,Kepler-300,295.2886934,48.5997243,40.714955,2.25,5.69,5986.0,0.9,1.07,1098.45,2014,Planet,0,NASA Exoplanet Archive
22598327,HD 55696 b,HD 55696,108.0622029,-38.174639,1827.0,12.9,1357.12729789,6012.0,1.52,1.29,77.9693,2018,Planet,0,NASA Exoplanet Archive
137318289,Kepler-787 b,Kepler-787,291.6924773,38.5729105,0.928310498,1.28,2.18,4248.0,0.62,0.65,503.568,2016,Planet,0,NASA Exoplanet Archive
239306681,Kepler-79 e,Kepler-79,300.5171067,44.3815508,81.0665,3.53,3.8,6389.0,1.316,1.244,1020.72,2014,Planet,0,NASA Exoplanet Archive
157230659,NGTS-12 b,NGTS-12,176.2499418,-35.640563,7.532806,11.747032,66.10864,5690.0,1.589,1.021,446.442,2020,Planet,0,NASA Exoplanet Archive
139104940,Kepler-493 b,Kepler-493,295.3075252,38.8815716,3.003876581,15.13,,6457.0,1.54,1.36,1745.77,2016,Planet,0,NASA Exoplanet Archive
467331291,TOI-4155 b,TOI-4155,325.6362269,77.7343836,3.320729,3.21,10.4,5724.0,0.95,1.16,240.737,2025,Planet,0,NASA Exoplanet Archive
6663331,HATS-28 b,HATS-28,284.3997616,-49.1385126,3.1810781,13.383546,213.58176,5498.0,0.922,0.929,535.383,2016,Planet,0,NASA Exoplanet Archive
164785720,Kepler-214 c,Kepler-214,284.7548499,44.95605,28.7798,2.13,5.18,6169.0,1.352,1.11,1208.44,2014,Planet,0,NASA Exoplanet Archive
169397663,HD 33142 b,HD 33142,76.8980559,-13.9863374,330.0,13.7,400.46379282,5025.4,4.17,1.52,121.375,2011,Planet,0,NASA Exoplanet Archive
12652442,GJ 4274 b,GJ 4274,335.7805478,-17.6104078,1.6339,1.53,2.97,3228.0,0.19,0.18,7.23556,2026,Planet,0,NASA Exoplanet Archive
27082352,Kepler-385 b,Kepler-385,294.3385109,50.3365178,10.043686,2.73,12.8,6326.0,1.126,0.992,1432.61,2014,Planet,0,NASA Exoplanet Archive
7652514,HD 27631 b,HD 27631,64.9392168,-41.9606604,2198.14,13.5,495.81231492,5737.0,0.923,0.944,50.2862,2012,Planet,0,NASA Exoplanet Archive
171975725,KIC 5479689 b,KIC 5479689,299.3254983,40.6381229,1.701531,14.2,158.9142035,5459.1,0.894,0.966,454.95,2021,Planet,0,NASA Exoplanet Archive
389900760,TOI-2120 b,TOI-2120,23.507315,65.5139877,5.7998164,2.122,6.8,3131.0,0.245,0.211,32.1755,2024,Planet,0,NASA Exoplanet Archive
272084528,Kepler-1257 b,Kepler-1257,296.0756231,45.6270165,2.668313762,1.52,2.92,5502.0,0.87,0.9,1105.95,2016,Planet,0,NASA Exoplanet Archive
159575346,Kepler-1744 b,Kepler-1744,291.0206823,42.4624633,37.10110092,3.76754004,13.6,5986.0,0.85,0.886,1091.63,2021,Planet,0,NASA Exoplanet Archive
122712179,Kepler-901 b,Kepler-901,291.1528056,40.8876814,3.517494394,1.37,2.45,4184.0,0.57,0.59,253.867,2016,Planet,0,NASA Exoplanet Archive
165987272,KELT-6 c,KELT-6,195.9818362,30.640145,1276.0,13.0,1179.1493,6272.0,1.529,1.126,240.726,2015,Planet,0,NASA Exoplanet Archive
48217868,Kepler-298 b,Kepler-298,283.0398448,48.8253303,10.475464,1.96,4.5,4465.0,0.582,0.66,518.204,2014,Planet,0,NASA Exoplanet Archive
279401253,TIC 279401253 c,TIC 279401253,57.6572277,-15.0262251,155.3,12.6,2548.98382414,5951.0,1.06,1.13,285.584,2023,Planet,0,NASA Exoplanet Archive
28364164,Kepler-143 c,Kepler-143,298.0676519,49.412541,27.082511,3.37,11.3,5848.0,1.359,0.982,809.467,2014,Planet,0,NASA Exoplanet Archive
49430557,ups Leo b,ups Leo,174.2372188,-0.8235643,385.2,14.2,162.09248757,4836.0,11.22,1.48,52.5973,2021,Planet,0,NASA Exoplanet Archive
26417717,Kepler-808 b,Kepler-808,291.5941514,48.4454907,0.631332353,1.46,2.73,4653.0,0.71,0.76,321.0,2016,Planet,0,NASA Exoplanet Archive
299030528,Kepler-885 b,Kepler-885,288.6615682,49.7371538,18.11472949,2.5,6.8,6187.0,1.35,1.21,651.318,2016,Planet,0,NASA Exoplanet Archive
137410997,Kepler-151 c,Kepler-151,292.1627933,41.0231947,24.674612,2.09,5.02,5460.0,0.83,0.87,649.919,2014,Planet,0,NASA Exoplanet Archive
138574253,Kepler-923 b,Kepler-923,294.1710831,40.0551372,6.93366476,1.38,2.48,5988.0,1.26,1.11,1000.28,2016,Planet,0,NASA Exoplanet Archive
159647213,Kepler-191 c,Kepler-191,291.1833211,45.3230937,17.738506,1.86,4.12,5282.0,0.789,0.857,594.464,2014,Planet,0,NASA Exoplanet Archive
110999033,K2-247 c,K2-247,188.8935189,-10.0692793,6.49424,2.19,5.43,4667.0,0.69,0.74,258.113,2018,Planet,0,NASA Exoplanet Archive
277869696,K2-322 b,K2-322,156.6226981,4.7640203,8.205,1.92,4.35,4141.0,0.602,0.63,123.415,2020,Planet,0,NASA Exoplanet Archive
32499655,HATS-44 b,HATS-44,84.3267559,-27.9725758,2.7439004,11.960003,177.9848,5080.0,0.847,0.86,446.035,2018,Planet,0,NASA Exoplanet Archive
86130229,K2-352 c,K2-352,140.4451478,18.469628,8.234885,1.92,4.35,5791.0,0.95,0.98,176.051,2021,Planet,0,NASA Exoplanet Archive
364186197,TOI-1408 c,TOI-1408,313.5110469,72.5806455,2.1664,2.22,7.6,6117.0,1.53,1.312,139.484,2024,Planet,0,NASA Exoplanet Archive
352011765,Kepler-1460 b,Kepler-1460,285.5577888,44.0108221,29.9633247,1.96,4.5,4422.0,0.67,0.7,553.218,2016,Planet,0,NASA Exoplanet Archive
271042217,Kepler-41 b,Kepler-41,294.5132465,45.9816453,1.8555582,14.46,177.98,5750.0,1.29,1.15,1093.08,2011,Planet,0,NASA Exoplanet Archive
399912169,Kepler-229 d,Kepler-229,286.9994758,48.3757867,41.194912,3.85,14.2,5120.0,0.728,0.808,826.265,2014,Planet,0,NASA Exoplanet Archive
121284864,HD 72659 b,HD 72659,128.5128072,-1.5686323,3549.0,13.2,949.67128012,5929.0,1.36,1.033,51.8949,2002,Planet,0,NASA Exoplanet Archive
169175503,Kepler-11 b,Kepler-11,297.1150949,41.9091092,10.3039,1.8,1.9,5663.0,1.065,0.961,646.346,2010,Planet,0,NASA Exoplanet Archive
