tic_id,orbital_period_days,planet_radius_rearth,equilibrium_temperature_k,transit_depth_ppm,quality_score,validation_flag,final_confidence,combined_score,rank,priority
152476657,3.6106469669599237,1.0248018271641681,1539.6405120668685,3908.939075960467,0.7152211223732385,CONFIRMED,0.8152211223732385,0.7652211223732386,1,HIGH
288246496,4.304908029388001,0.7881964178813045,1307.908686091504,4792.722070029243,0.6973951580853576,PROMISING,0.7973951580853575,0.7473951580853575,2,HIGH
460396820,2.340503651166461,1.3606117751234457,1037.274607118726,9695.64747200458,0.6847520591354466,PROMISING,0.7847520591354465,0.7347520591354466,3,HIGH
375654303,1.8020737104555766,1.20025989779152,1841.931018636026,4542.903037475704,0.6778924081158716,PROMISING,0.7778924081158716,0.7278924081158715,4,HIGH
137637249,1.0170637668337552,0.8081567937155252,996.8215128445178,11192.755004451912,0.6721774280868704,PROMISING,0.7721774280868704,0.7221774280868705,5,HIGH
137637249,1.0170637668337552,0.8081567937155252,996.8215128445178,11192.755004451912,0.6721774280868704,PROMISING,0.7721774280868704,0.7221774280868705,6,HIGH
137637249,1.0170637668337552,0.8081567937155252,996.8215128445178,11192.755004451912,0.6721774280868704,PROMISING,0.7721774280868704,0.7221774280868705,7,HIGH
137637249,1.0170637668337552,0.8081567937155252,996.8215128445178,11192.755004451912,0.6721774280868704,PROMISING,0.7721774280868704,0.7221774280868705,8,HIGH
137637249,1.0170637668337552,0.8081567937155252,996.8215128445178,11192.755004451912,0.6721774280868704,PROMISING,0.7721774280868704,0.7221774280868705,9,HIGH
137637249,1.0170637668337552,0.8081567937155252,996.8215128445178,11192.755004451912,0.6721774280868704,PROMISING,0.7721774280868704,0.7221774280868705,10,HIGH
137637249,1.0170637668337552,0.8081567937155252,996.8215128445178,11192.755004451912,0.6721774280868704,PROMISING,0.7721774280868704,0.7221774280868705,11,HIGH
137637249,1.0170637668337552,0.8081567937155252,996.8215128445178,11192.755004451912,0.6721774280868704,PROMISING,0.7721774280868704,0.7221774280868705,12,HIGH
122442334,0.7015441544934602,0.33650674226225213,1888.3901916762889,1976.7578343461976,0.6716979197524984,PROMISING,0.7716979197524984,0.7216979197524984,13,HIGH
273373582,0.6073928872519214,0.3798808680673036,1445.0967450905057,5859.216507325688,0.6711679565200148,PROMISING,0.7711679565200148,0.7211679565200149,14,HIGH
27318774,3.242390213189765,0.9866878473694503,1379.6601525012622,8653.4964016098,0.6705679957459059,PROMISING,0.7705679957459058,0.7205679957459059,15,HIGH
158729099,5.64596130112605,0.5101384862033884,440.5741739579825,4885.833987641254,0.6702533660982204,PROMISING,0.7702533660982204,0.7202533660982204,16,HIGH
137556197,3.4497911845580957,0.42361934679883145,466.68133364254527,6645.904760029928,0.6700365359255127,PROMISING,0.7700365359255127,0.7200365359255128,17,HIGH
137556197,3.4497911845580957,0.42361934679883145,466.68133364254527,6645.904760029928,0.6700365359255127,PROMISING,0.7700365359255127,0.7200365359255128,18,HIGH
137556197,3.4497911845580957,0.42361934679883145,466.68133364254527,6645.904760029928,0.6700365359255127,PROMISING,0.7700365359255127,0.7200365359255128,19,HIGH
137556197,3.4497911845580957,0.42361934679883145,466.68133364254527,6645.904760029928,0.6700365359255127,PROMISING,0.7700365359255127,0.7200365359255128,20,HIGH
137556197,3.4497911845580957,0.42361934679883145,466.68133364254527,6645.904760029928,0.6700365359255127,PROMISING,0.7700365359255127,0.7200365359255128,21,HIGH
137556197,3.4497911845580957,0.42361934679883145,466.68133364254527,6645.904760029928,0.6700365359255127,PROMISING,0.7700365359255127,0.7200365359255128,22,HIGH
137556197,3.4497911845580957,0.42361934679883145,466.68133364254527,6645.904760029928,0.6700365359255127,PROMISING,0.7700365359255127,0.7200365359255128,23,HIGH
137556197,3.4497911845580957,0.42361934679883145,466.68133364254527,6645.904760029928,0.6700365359255127,PROMISING,0.7700365359255127,0.7200365359255128,24,HIGH
138219758,1.478487190483855,0.6830222169649157,2173.7092399609437,4468.647705320499,0.6693066469042224,PROMISING,0.7693066469042223,0.7193066469042224,25,HIGH
138219758,1.478487190483855,0.6830222169649157,2173.7092399609437,4468.647705320499,0.6693066469042224,PROMISING,0.7693066469042223,0.7193066469042224,26,HIGH
138219758,1.478487190483855,0.6830222169649157,2173.7092399609437,4468.647705320499,0.6693066469042224,PROMISING,0.7693066469042223,0.7193066469042224,27,HIGH
138219758,1.478487190483855,0.6830222169649157,2173.7092399609437,4468.647705320499,0.6693066469042224,PROMISING,0.7693066469042223,0.7193066469042224,28,HIGH
138219758,1.478487190483855,0.6830222169649157,2173.7092399609437,4468.647705320499,0.6693066469042224,PROMISING,0.7693066469042223,0.7193066469042224,29,HIGH
138219758,1.478487190483855,0.6830222169649157,2173.7092399609437,4468.647705320499,0.6693066469042224,PROMISING,0.7693066469042223,0.7193066469042224,30,HIGH
138219758,1.478487190483855,0.6830222169649157,2173.7092399609437,4468.647705320499,0.6693066469042224,PROMISING,0.7693066469042223,0.7193066469042224,31,HIGH
138219758,1.478487190483855,0.6830222169649157,2173.7092399609437,4468.647705320499,0.6693066469042224,PROMISING,0.7693066469042223,0.7193066469042224,32,HIGH
