tic_id,tls_period,fit_period,period_diff_pct,period_consistency,red_chi2,fit_quality,r2,r2_quality,tls_depth,fit_depth,depth_diff_pct,depth_consistency,transit_snr,sde,distinct_transit_count,transit_count_quality,detector,detector_quality,quality_score,validation_flag
100990000,9.581046366528344,9.600721180181537,0.20535140840073096,0.9794648591599269,1.001344205397714,0.999327897301143,0.010993309221764114,0.010993309221764114,0.9997199591750052,0.00023576173415285062,99.97641722244424,0,8.836414640577472,9.485988836829423,2,0.4,TLS,0.7,0.6063471854985321,PROMISING
122442334,0.7017044879142993,0.7015441544934602,0.0228491371511194,0.997715086284888,1.0210136102421705,0.9894931948789147,0.032638996410317866,0.032638996410317866,0.9978710644012011,0.0019767578343461434,99.80190247970239,0,11.05928731829269,8.797843363292014,34,1.0,TLS,0.7,0.6716979197524984,PROMISING
100990000,9.581046366528344,9.600721180181537,0.20535140840073096,0.9794648591599269,1.001344205397714,0.999327897301143,0.010993309221764114,0.010993309221764114,0.9997199591750052,0.00023576173415285062,99.97641722244424,0,8.836414640577472,9.485988836829423,2,0.4,TLS,0.7,0.6063471854985321,PROMISING
138805992,10.322367206776548,10.323056148918734,0.0066742650051671085,0.9993325734994832,1.002349778376769,0.9988251108116155,0.006789228429151972,0.006789228429151972,0.9802299515442661,0.013905422564177039,98.58141219391733,0,4.518696519095517,7.881441841585226,3,0.6,TLS,0.7,0.6305578053421474,PROMISING
137556197,3.4485345683156985,3.4497911845580957,0.03643913719011963,0.996356086280988,1.0049865521643317,0.9975067239178341,0.010472222505380824,0.010472222505380824,0.9924521640493925,0.006645904760029908,99.33035515455845,0,5.505626597862135,7.624637924088919,8,1.0,TLS,0.7,0.6700365359255127,PROMISING
137556197,3.4485345683156985,3.4497911845580957,0.03643913719011963,0.996356086280988,1.0049865521643317,0.9975067239178341,0.010472222505380824,0.010472222505380824,0.9924521640493925,0.006645904760029908,99.33035515455845,0,5.505626597862135,7.624637924088919,8,1.0,TLS,0.7,0.6700365359255127,PROMISING
137637249,1.0168283522126214,1.0170637668337552,0.02315185455063217,0.9976848145449367,1.005360181942675,0.9973199090286625,0.02284164795647048,0.02284164795647048,0.9864934122580689,0.011192755004451937,98.86539992407735,0,5.342439913799978,7.468170648936445,21,1.0,TLS,0.7,0.6721774280868704,PROMISING
137637249,1.0168283522126214,1.0170637668337552,0.02315185455063217,0.9976848145449367,1.005360181942675,0.9973199090286625,0.02284164795647048,0.02284164795647048,0.9864934122580689,0.011192755004451937,98.86539992407735,0,5.342439913799978,7.468170648936445,21,1.0,TLS,0.7,0.6721774280868704,PROMISING
138219758,1.4793244336005196,1.478487190483855,0.05659631502379725,0.9943403684976203,1.0008126995896571,0.9995936502051714,0.005487614856829692,0.005487614856829692,0.995211974907689,0.0044686477053205165,99.55098533598985,0,6.392889617279334,7.401230838476185,18,1.0,TLS,0.7,0.6693066469042224,PROMISING
80224448,5.9685873629276225,5.967387247128799,0.020107200009803795,0.9979892799990197,1.0032397255745573,0.9983801372127213,-0.001392412229063389,0.0,0.9999133986388762,9.219478610311693e-05,99.99077972290115,0,9.077224799793155,8.090386743042524,4,0.8,TLS,0.7,0.6490923543029352,PROMISING
158729099,5.642636970604908,5.64596130112605,0.058914485168195,0.9941085514831804,1.0020367746853067,0.9989816126573466,0.013205500420590877,0.013205500420590877,0.9953685561754166,0.004885833987641308,99.50914322565959,0,5.1663060144935224,7.356242991485554,5,1.0,TLS,0.7,0.6702533660982204,PROMISING
138219758,1.4793244336005196,1.478487190483855,0.05659631502379725,0.9943403684976203,1.0008126995896571,0.9995936502051714,0.005487614856829692,0.005487614856829692,0.995211974907689,0.0044686477053205165,99.55098533598985,0,6.392889617279334,7.401230838476185,18,1.0,TLS,0.7,0.6693066469042224,PROMISING
138219758,1.4793244336005196,1.478487190483855,0.05659631502379725,0.9943403684976203,1.0008126995896571,0.9995936502051714,0.005487614856829692,0.005487614856829692,0.995211974907689,0.0044686477053205165,99.55098533598985,0,6.392889617279334,7.401230838476185,18,1.0,TLS,0.7,0.6693066469042224,PROMISING
